"entidad","causa","tipo_impacto","total_hectareas","fecha_inicio","fecha_termino"
"Puebla","Intencional","Impacto Mínimo",1.5,2019-04-07,2019-04-07
"Puebla","Fumadores","Impacto Mínimo",2,2019-04-08,2019-04-08
"Puebla","Desconocidas","Impacto Mínimo",21.8,2019-04-08,2019-04-08
"Puebla","Actividades pecuarias","Impacto Mínimo",15,2019-04-08,2019-04-08
"Puebla","Intencional","Impacto Mínimo",11.9,2019-04-08,2019-04-08
"Puebla","Actividades agrícolas","Impacto Mínimo",2,2019-04-09,2019-04-09
"Puebla","Desconocidas","Impacto Mínimo",83.72,2019-04-09,2019-04-11
"Puebla","Intencional","Impacto Mínimo",8.76,2019-04-10,2019-04-10
"Puebla","Actividades pecuarias","Impacto Mínimo",2,2019-04-10,2019-04-10
"Puebla","Actividades pecuarias","Impacto Mínimo",9.9,2019-04-10,2019-04-10
"Puebla","Intencional","Impacto Mínimo",1.5,2019-04-10,2019-04-10
"Puebla","Intencional","Impacto Mínimo",7.22,2019-04-10,2019-04-10
"Puebla","Intencional","Impacto Mínimo",7.24,2019-04-10,2019-04-10
"Puebla","Actividades pecuarias","Impacto Mínimo",3,2019-04-10,2019-04-10
"Puebla","Intencional","Impacto Mínimo",5.35,2019-04-10,2019-04-10
"Puebla","Actividades pecuarias","Impacto Mínimo",6,2019-04-10,2019-04-11
"Puebla","Actividades pecuarias","Impacto Mínimo",3,2019-04-10,2019-04-11
"Puebla","Fogatas","Impacto Mínimo",29.9,2019-04-11,2019-04-11
"Puebla","Intencional","Impacto Mínimo",3,2019-04-11,2019-04-11
"Puebla","Actividades pecuarias","Impacto Mínimo",2,2019-04-11,2019-04-11
"Puebla","Intencional","Impacto Mínimo",3,2019-04-12,2019-04-12
"Puebla","Desconocidas","Impacto Mínimo",78.8,2019-04-12,2019-04-14
"Puebla","Intencional","Impacto Mínimo",9.7,2019-04-12,2019-04-12
"Puebla","Intencional","Impacto Mínimo",27.6,2019-04-12,2019-04-13
"Puebla","Quema de basureros","Impacto Mínimo",22.4,2019-04-12,2019-04-13
"Puebla","Intencional","Impacto Mínimo",7.44,2019-04-13,2019-04-13
"Puebla","Actividades pecuarias","Impacto Mínimo",600,2019-04-13,2019-04-18
"Puebla","Intencional","Impacto Mínimo",60,2019-04-14,2019-04-14
"Puebla","Intencional","Impacto Mínimo",3,2019-03-25,2019-03-25
"Puebla","Intencional","Impacto Mínimo",1926,2019-04-10,2019-04-20
"Puebla","Fumadores","Impacto Mínimo",3,2019-04-15,2019-04-15
"Puebla","Intencional","Impacto Mínimo",15,2019-04-16,2019-04-16
"Puebla","Cazadores","Impacto Mínimo",26.7,2019-04-16,2019-04-16
"Puebla","Actividades agrícolas","Impacto Mínimo",3,2019-04-17,2019-04-17
"Puebla","Otras actividades productivas","Impacto Mínimo",33.7,2019-04-18,2019-04-19
"Puebla","Intencional","Impacto Mínimo",60,2019-04-18,2019-04-18
"Puebla","Actividades agrícolas","Impacto Mínimo",2,2019-04-18,2019-04-18
"Puebla","Actividades pecuarias","Impacto Mínimo",1,2019-04-18,2019-04-18
"Puebla","Naturales","Impacto Mínimo",1.5,2019-04-19,2019-04-19
"Puebla","Intencional","Impacto Mínimo",1014,2019-04-19,2019-04-23
"Puebla","Intencional","Impacto Mínimo",96.1,2019-04-19,2019-04-19
"Puebla","Intencional","Impacto Mínimo",3,2019-04-19,2019-04-19
"Puebla","Intencional","Impacto Mínimo",2,2019-04-19,2019-04-19
"Puebla","Intencional","Impacto Mínimo",2,2019-04-20,2019-04-20
"Puebla","Otras actividades productivas","Impacto Mínimo",215,2019-04-20,2019-04-27
"Puebla","Desconocidas","Impacto Mínimo",3,2019-04-20,2019-04-20
"Puebla","Intencional","Impacto Mínimo",1,2019-04-20,2019-04-20
"Puebla","Intencional","Impacto Mínimo",160.2,2019-04-20,2019-04-23
"Puebla","Fogatas","Impacto Mínimo",33,2019-04-20,2019-04-22
"Puebla","Cazadores","Impacto Mínimo",15,2019-04-21,2019-04-21
"Puebla","Intencional","Impacto Mínimo",8.79,2019-04-21,2019-04-21
"Puebla","Actividades agrícolas","Impacto Mínimo",89.6,2019-04-21,2019-04-26
"Puebla","Actividades agrícolas","Impacto Mínimo",1,2019-04-22,2019-04-22
"Puebla","Intencional","Impacto Mínimo",1,2019-04-23,2019-04-23
"Puebla","Intencional","Impacto Mínimo",551,2019-04-23,2019-04-27
"Puebla","Cazadores","Impacto Mínimo",3,2019-04-23,2019-04-23
"Puebla","Actividades agrícolas","Impacto Mínimo",4.8,2019-04-23,2019-04-24
"Puebla","Actividades pecuarias","Impacto Mínimo",18.1,2019-04-24,2019-04-26
"Puebla","Intencional","Impacto Mínimo",47.2,2019-04-24,2019-04-25
"Puebla","Intencional","Impacto Mínimo",8.16,2019-04-24,2019-04-25
"Puebla","Otras actividades productivas","Impacto Mínimo",7.3,2019-04-25,2019-04-25
"Puebla","Intencional","Impacto Mínimo",6.51,2019-04-26,2019-04-26
"Puebla","Intencional","Impacto Mínimo",1.9,2019-04-26,2019-04-26
"Puebla","Intencional","Impacto Mínimo",4.1,2019-04-26,2019-04-26
"Puebla","Actividades pecuarias","Impacto Mínimo",2,2019-04-27,2019-04-29
"Puebla","Intencional","Impacto Mínimo",4.41,2019-04-28,2019-04-28
"Puebla","Actividades pecuarias","Impacto Mínimo",4.12,2019-04-28,2019-04-29
"Puebla","Intencional","Impacto Mínimo",1,2019-04-29,2019-04-29
"Puebla","Desconocidas","Impacto Mínimo",30,2019-04-21,2019-04-22
"Puebla","Desconocidas","Impacto Mínimo",153,2019-04-25,2019-05-03
"Puebla","Actividades pecuarias","Impacto Mínimo",100,2019-04-27,2019-05-01
"Puebla","Fogatas","Impacto Mínimo",5.3,2019-04-29,2019-04-29
"Puebla","Intencional","Impacto Mínimo",3,2019-05-01,2019-05-01
"Puebla","Desconocidas","Impacto Mínimo",38.6,2019-05-01,2019-05-01
"Puebla","Intencional","Impacto Mínimo",7,2019-05-02,2019-05-02
"Puebla","Intencional","Impacto Mínimo",10.2,2019-05-04,2019-05-04
"Puebla","Intencional","Impacto Mínimo",6.59,2019-05-04,2019-05-04
"Puebla","Intencional","Impacto Mínimo",1.5,2019-05-06,2019-05-06
"Puebla","Intencional","Impacto Mínimo",3,2019-05-07,2019-05-07
"Puebla","Naturales","Impacto Mínimo",1,2019-05-08,2019-05-08
"Puebla","Fogatas","Impacto Mínimo",140,2019-04-11,2019-04-23
"Puebla","Cazadores","Impacto Mínimo",1,2019-03-26,2019-03-26
"Puebla","Actividades pecuarias","Impacto Mínimo",5,2019-03-27,2019-03-27
"Puebla","Actividades pecuarias","Impacto Mínimo",3,2019-03-28,2019-03-28
"Puebla","Otras actividades productivas","Impacto Mínimo",10,2019-03-28,2019-03-29
"Puebla","Actividades pecuarias","Impacto Mínimo",200,2019-04-26,2019-04-28
"Puebla","Actividades pecuarias","Impacto Mínimo",1.5,2019-04-30,2019-04-30
"Puebla","Desconocidas","Impacto Mínimo",69.8,2019-04-27,2019-04-29
"Puebla","Actividades agrícolas","Impacto Mínimo",468,2019-05-07,2019-05-11
"Puebla","Desconocidas","Impacto Mínimo",221,2019-05-09,2019-05-10
"Puebla","Desconocidas","Impacto Mínimo",7.15,2019-05-09,2019-05-09
"Puebla","Intencional","Impacto Mínimo",85.1,2019-05-09,2019-05-09
"Puebla","Intencional","Impacto Mínimo",153,2019-05-09,2019-05-11
"Puebla","Desconocidas","Impacto Mínimo",68.1,2019-05-09,2019-05-11
"Puebla","Actividades pecuarias","Impacto Mínimo",54.2,2019-05-09,2019-05-10
"Puebla","Naturales","Impacto Mínimo",80.7,2019-05-09,2019-05-11
"Puebla","Intencional","Impacto Mínimo",5.93,2019-05-10,2019-05-10
"Puebla","Intencional","Impacto Mínimo",10,2019-05-09,2019-05-09
"Puebla","Actividades agrícolas","Impacto Mínimo",60,2019-05-10,2019-05-10
"Puebla","Intencional","Impacto Mínimo",57,2019-05-10,2019-05-11
"Puebla","Intencional","Impacto Mínimo",72.5,2019-05-12,2019-05-13
"Puebla","Intencional","Impacto Mínimo",3,2019-05-12,2019-05-12
"Puebla","Actividades pecuarias","Impacto Mínimo",3,2019-05-14,2019-05-14
"Puebla","Intencional","Impacto Mínimo",237,2019-04-24,2019-04-28
"Puebla","Intencional","Impacto Mínimo",50,2019-04-10,2019-04-12
"Puebla","Otras actividades productivas","Impacto Mínimo",50,2019-04-13,2019-04-14
"Puebla","Desconocidas","Impacto Mínimo",122,2019-04-17,2019-04-21
"Puebla","Desconocidas","Impacto Mínimo",12.9,2019-04-20,2019-04-20
"Puebla","Desconocidas","Impacto Mínimo",9.6,2019-04-21,2019-04-21
"Puebla","Actividades pecuarias","Impacto Mínimo",34.2,2019-05-14,2019-05-14
"Puebla","Intencional","Impacto Mínimo",45.8,2019-05-14,2019-05-14
"Puebla","Otras actividades productivas","Impacto Mínimo",114.65,2019-05-15,2019-05-15
"Puebla","Desconocidas","Impacto Mínimo",21.6,2019-05-17,2019-05-18
"Puebla","Intencional","Impacto Mínimo",24.74,2019-05-17,2019-05-19
"Puebla","Desconocidas","Impacto Mínimo",24.8,2019-05-19,2019-05-19
"Puebla","Actividades pecuarias","Impacto Mínimo",14.1,2019-05-19,2019-05-20
"Puebla","Quema de basureros","Impacto Mínimo",1.5,2019-05-19,2019-05-19
"Puebla","Intencional","Impacto Mínimo",6,2019-05-20,2019-05-20
"Puebla","Desconocidas","Impacto Mínimo",658,2019-04-16,2019-05-04
"Puebla","Intencional","Impacto Mínimo",134.1,2019-05-20,2019-05-21
"Puebla","Actividades agrícolas","Impacto Mínimo",25,2019-05-20,2019-05-24
"Puebla","Desconocidas","Impacto Mínimo",61.6,2019-05-21,2019-05-22
"Puebla","Actividades pecuarias","Impacto Mínimo",6,2019-05-21,2019-05-23
"Puebla","Intencional","Impacto Mínimo",12,2019-05-22,2019-05-23
"Puebla","Intencional","Impacto Mínimo",9,2019-05-22,2019-05-23
"Puebla","Actividades pecuarias","Impacto Mínimo",65,2019-05-28,2019-05-28
"Puebla","Intencional","Impacto Mínimo",120,2019-05-25,2019-05-26
"Puebla","Intencional","Impacto Mínimo",3,2019-12-09,2019-12-10
"Puebla","Fogatas","Impacto Mínimo",0.25,2019-12-12,2019-12-12
"Puebla","Intencional","Impacto Mínimo",4,2019-12-15,2019-12-15
"Puebla","Intencional","Impacto Mínimo",2,2019-12-26,2019-12-26
"Puebla","Intencional","Impacto Mínimo",5,2019-12-26,2019-12-26
"Puebla","Intencional","Impacto Mínimo",1,2019-12-30,2019-12-30
"Puebla","Otras actividades productivas","Impacto Mínimo",4,2020-01-03,2020-01-03
"Puebla","Actividades pecuarias","Impacto Mínimo",1,2020-01-05,2020-01-05
"Puebla","Actividades ilícitas","Impacto Mínimo",12,2020-01-05,2020-01-06
"Puebla","Actividades agrícolas","Impacto Mínimo",0.5,2020-01-07,2020-01-07
"Puebla","Actividades pecuarias","Impacto Mínimo",50,2020-01-07,2020-01-08
"Puebla","Desconocidas","Impacto Mínimo",1,2020-01-09,2020-01-09
"Puebla","Fumadores","Impacto Mínimo",2.5,2020-01-09,2020-01-09
"Puebla","Quema de basureros","Impacto Mínimo",1.5,2020-01-10,2020-01-10
"Puebla","Quema de basureros","Impacto Mínimo",0.5,2020-01-10,2020-01-10
"Puebla","Fogatas","Impacto Mínimo",1,2020-01-10,2020-01-10
"Puebla","Actividades ilícitas","Impacto Mínimo",3,2020-01-10,2020-01-10
"Puebla","Actividades agrícolas","Impacto Mínimo",10,2020-01-13,2020-01-13
"Puebla","Actividades agrícolas","Impacto Mínimo",3,2020-01-14,2020-01-14
"Puebla","Actividades ilícitas","Impacto Mínimo",2,2020-01-27,2020-01-27
"Puebla","Actividades ilícitas","Impacto Mínimo",5,2020-01-28,2020-01-28
"Puebla","Actividades agrícolas","Impacto Mínimo",1.5,2020-01-28,2020-01-28
"Puebla","Actividades pecuarias","Impacto Mínimo",15,2020-01-28,2020-01-29
"Puebla","Residuos de aprovechamiento forestal","Impacto Mínimo",10,2020-02-03,2020-02-04
"Puebla","Actividades ilícitas","Impacto Mínimo",3.2,2020-02-08,2020-02-08
"Puebla","Actividades ilícitas","Impacto Mínimo",4,2020-02-09,2020-02-09
"Puebla","Actividades ilícitas","Impacto Mínimo",0.5,2020-02-11,2020-02-11
"Puebla","Actividades agrícolas","Impacto Mínimo",6,2020-02-11,2020-02-11
"Puebla","Actividades agrícolas","Impacto Mínimo",2.5,2020-02-11,2020-02-11
"Puebla","Actividades agrícolas","Impacto Mínimo",4,2020-02-13,2020-02-13
"Puebla","Actividades agrícolas","Impacto Mínimo",1,2020-02-14,2020-02-14
"Puebla","Actividades ilícitas","Impacto Mínimo",2,2020-02-15,2020-02-15
"Puebla","Actividades ilícitas","Impacto Mínimo",3.5,2020-02-16,2020-02-16
"Puebla","Actividades agrícolas","Impacto Mínimo",1.5,2020-02-17,2020-02-17
"Puebla","Actividades ilícitas","Impacto Mínimo",2.5,2020-02-17,2020-02-17
"Puebla","Actividades agrícolas","Impacto Mínimo",2,2020-02-17,2020-02-17
"Puebla","Actividades pecuarias","Impacto Mínimo",2,2020-02-17,2020-02-17
"Puebla","Desconocidas","Impacto Mínimo",1,2020-02-17,2020-02-17
"Puebla","Actividades agrícolas","Impacto Mínimo",1.5,2020-02-18,2020-02-18
"Puebla","Actividades agrícolas","Impacto Mínimo",5,2020-02-18,2020-02-18
"Puebla","Actividades ilícitas","Impacto Mínimo",1.5,2020-02-19,2020-02-19
"Puebla","Actividades agrícolas","Impacto Mínimo",17,2020-02-19,2020-02-19
"Puebla","Otras actividades productivas","Impacto Mínimo",6,2020-02-19,2020-02-19
"Puebla","Actividades agrícolas","Impacto Mínimo",120,2020-02-18,2020-02-20
"Puebla","Actividades agrícolas","Impacto Mínimo",0.5,2020-02-21,2020-02-21
"Puebla","Desconocidas","Impacto Mínimo",1,2020-02-23,2020-02-23
"Puebla","Desconocidas","Impacto Mínimo",0.5,2020-02-24,2020-02-24
"Puebla","Actividades agrícolas","Impacto Mínimo",1,2020-02-24,2020-02-24
"Puebla","Fogatas","Impacto Mínimo",12,2020-02-24,2020-02-24
"Puebla","Actividades agrícolas","Impacto Mínimo",300,2020-02-24,2020-02-25
"Puebla","Actividades pecuarias","Impacto Mínimo",3,2020-02-25,2020-02-25
"Puebla","Desconocidas","Impacto Mínimo",7,2020-02-25,2020-02-25
"Puebla","Actividades agrícolas","Impacto Mínimo",5,2020-02-25,2020-02-25
"Puebla","Otras actividades productivas","Impacto Mínimo",2,2020-02-27,2020-02-27
"Puebla","Actividades agrícolas","Impacto Mínimo",2,2020-02-27,2020-02-27
"Puebla","Actividades pecuarias","Impacto Mínimo",12,2020-02-27,2020-02-28
"Puebla","Actividades ilícitas","Impacto Mínimo",2,2020-02-28,2020-02-29
"Puebla","Actividades ilícitas","Impacto Mínimo",6,2020-02-29,2020-02-29
"Puebla","Actividades agrícolas","Impacto Mínimo",0.5,2020-02-29,2020-02-29
"Puebla","Actividades pecuarias","Impacto Mínimo",2,2020-03-01,2020-03-01
"Puebla","Cazadores","Impacto Mínimo",3,2020-03-01,2020-03-01
"Puebla","Actividades ilícitas","Impacto Mínimo",4,2020-03-01,2020-03-01
"Puebla","Actividades agrícolas","Impacto Mínimo",250,2020-03-01,2020-03-02
"Puebla","Actividades ilícitas","Impacto Mínimo",30,2020-03-02,2020-03-02
"Puebla","Actividades ilícitas","Impacto Mínimo",1,2020-03-02,2020-03-02
"Puebla","Otras actividades productivas","Impacto Mínimo",15,2020-03-04,2020-03-04
"Puebla","Actividades ilícitas","Impacto Mínimo",100,2020-03-03,2020-03-04
"Puebla","Actividades agrícolas","Impacto Mínimo",10,2020-03-04,2020-03-05
"Puebla","Fogatas","Impacto Mínimo",12,2020-03-08,2020-03-08
"Puebla","Actividades agrícolas","Impacto Mínimo",3,2020-03-09,2020-03-09
"Puebla","Actividades agrícolas","Impacto Mínimo",8.5,2020-03-09,2020-03-09
"Puebla","Otras actividades productivas","Impacto Mínimo",16.5,2020-03-09,2020-03-09
"Puebla","Actividades ilícitas","Impacto Mínimo",5,2020-03-09,2020-03-09
"Puebla","Actividades pecuarias","Impacto Mínimo",2,2020-03-10,2020-03-10
"Puebla","Actividades ilícitas","Impacto Mínimo",25,2020-03-10,2020-03-10
"Puebla","Otras actividades productivas","Impacto Mínimo",0.5,2020-03-10,2020-03-10
"Puebla","Actividades agrícolas","Impacto Mínimo",4,2020-03-10,2020-03-10
"Puebla","Actividades pecuarias","Impacto Mínimo",1.5,2020-03-10,2020-03-10
"Puebla","Actividades ilícitas","Impacto Mínimo",13.5,2020-03-11,2020-03-11
"Puebla","Actividades pecuarias","Impacto Mínimo",8,2020-03-11,2020-03-11
"Puebla","Actividades pecuarias","Impacto Mínimo",6,2020-03-12,2020-03-12
"Puebla","Actividades agrícolas","Impacto Mínimo",18,2020-03-13,2020-03-13
"Puebla","Otras actividades productivas","Impacto Mínimo",3,2020-03-13,2020-03-13
"Puebla","Actividades pecuarias","Impacto Mínimo",1,2020-03-13,2020-03-13
"Puebla","Actividades ilícitas","Impacto Mínimo",5,2020-03-13,2020-03-13
"Puebla","Actividades agrícolas","Impacto Mínimo",8,2020-03-13,2020-03-13
"Puebla","Actividades agrícolas","Impacto Mínimo",2,2020-03-14,2020-03-14
"Puebla","Actividades agrícolas","Impacto Mínimo",17,2020-03-14,2020-03-14
"Puebla","Actividades ilícitas","Impacto Mínimo",250,2020-03-13,2020-03-14
"Puebla","Actividades pecuarias","Impacto Mínimo",4.5,2020-03-14,2020-03-14
"Puebla","Actividades ilícitas","Impacto Mínimo",1,2020-03-14,2020-03-14
"Puebla","Quema de basureros","Impacto Mínimo",2,2020-03-14,2020-03-15
"Puebla","Actividades agrícolas","Impacto Mínimo",4.5,2020-03-15,2020-03-15
"Puebla","Actividades ilícitas","Impacto Mínimo",6,2020-03-15,2020-03-15
"Puebla","Actividades ilícitas","Impacto Mínimo",5,2020-03-15,2020-03-15
"Puebla","Actividades ilícitas","Impacto Mínimo",220,2020-03-13,2020-03-15
"Puebla","Actividades pecuarias","Impacto Mínimo",3,2020-03-15,2020-03-15
"Puebla","Fumadores","Impacto Mínimo",22,2020-03-16,2020-03-16
"Puebla","Actividades agrícolas","Impacto Mínimo",1,2020-03-16,2020-03-16
"Puebla","Actividades pecuarias","Impacto Mínimo",30,2020-03-15,2020-03-16
"Puebla","Fogatas","Impacto Mínimo",3,2020-03-16,2020-03-16
"Puebla","Actividades pecuarias","Impacto Mínimo",9,2020-03-17,2020-03-17
"Puebla","Actividades pecuarias","Impacto Mínimo",108,2020-03-16,2020-03-17
"Puebla","Limpias de derecho de vía","Impacto Mínimo",9,2020-03-17,2020-03-17
"Puebla","Actividades pecuarias","Impacto Mínimo",1,2020-03-18,2020-03-18
"Puebla","Otras actividades productivas","Impacto Mínimo",7.5,2020-03-18,2020-03-18
"Puebla","Actividades pecuarias","Impacto Mínimo",4,2020-03-19,2020-03-19
"Puebla","Actividades pecuarias","Impacto Mínimo",15,2020-03-19,2020-03-19
"Puebla","Actividades pecuarias","Impacto Mínimo",6,2020-03-19,2020-03-19
"Puebla","Desconocidas","Impacto Mínimo",1.5,2020-03-20,2020-03-20
"Puebla","Actividades ilícitas","Impacto Mínimo",2,2020-03-20,2020-03-20
"Puebla","Otras actividades productivas","Impacto Mínimo",14,2020-03-20,2020-03-20
"Puebla","Actividades ilícitas","Impacto Mínimo",3,2020-03-20,2020-03-20
"Puebla","Actividades ilícitas","Impacto Mínimo",2,2020-03-22,2020-03-22
"Puebla","Actividades ilícitas","Impacto Mínimo",7,2020-03-22,2020-03-22
"Puebla","Actividades ilícitas","Impacto Mínimo",7.5,2020-03-22,2020-03-22
"Puebla","Actividades pecuarias","Impacto Mínimo",1,2020-03-23,2020-03-23
"Puebla","Actividades pecuarias","Impacto Mínimo",2.5,2020-03-23,2020-03-23
"Puebla","Actividades ilícitas","Impacto Mínimo",20,2020-03-23,2020-03-23
"Puebla","Actividades ilícitas","Impacto Mínimo",1,2020-03-24,2020-03-24
"Puebla","Actividades ilícitas","Impacto Mínimo",6,2020-03-24,2020-03-24
"Puebla","Actividades ilícitas","Impacto Mínimo",4,2020-03-24,2020-03-24
"Puebla","Actividades pecuarias","Impacto Mínimo",13,2020-03-24,2020-03-24
"Puebla","Actividades pecuarias","Impacto Mínimo",121,2020-03-24,2020-03-24
"Puebla","Actividades pecuarias","Impacto Mínimo",1,2020-03-24,2020-03-24
"Puebla","Actividades pecuarias","Impacto Mínimo",3,2020-03-24,2020-03-24
"Puebla","Actividades pecuarias","Impacto Mínimo",4.5,2020-03-24,2020-03-25
"Puebla","Otras actividades productivas","Impacto Mínimo",0.5,2020-03-25,2020-03-25
"Puebla","Actividades agrícolas","Impacto Mínimo",20,2020-03-25,2020-03-25
"Puebla","Desconocidas","Impacto Mínimo",115,2020-03-24,2020-03-26
"Puebla","Actividades ilícitas","Impacto Mínimo",7.5,2020-03-26,2020-03-26
"Puebla","Actividades ilícitas","Impacto Mínimo",1,2020-03-27,2020-03-27
"Puebla","Actividades agrícolas","Impacto Mínimo",35,2020-03-26,2020-03-27
"Puebla","Actividades ilícitas","Impacto Mínimo",27,2020-03-26,2020-03-27
"Puebla","Actividades agrícolas","Impacto Mínimo",0.5,2020-03-27,2020-03-27
"Puebla","Actividades agrícolas","Impacto Mínimo",60,2020-03-26,2020-03-27
"Puebla","Otras actividades productivas","Impacto Mínimo",2.5,2020-03-27,2020-03-27
"Puebla","Desconocidas","Impacto Mínimo",3,2020-03-27,2020-03-27
"Puebla","Actividades agrícolas","Impacto Mínimo",4,2020-03-26,2020-03-27
"Puebla","Actividades pecuarias","Impacto Mínimo",3,2020-03-27,2020-03-27
"Puebla","Actividades ilícitas","Impacto Mínimo",4.5,2020-03-27,2020-03-27
"Puebla","Actividades ilícitas","Impacto Mínimo",85.5,2020-03-27,2020-03-28
"Puebla","Actividades agrícolas","Impacto Mínimo",22,2020-03-26,2020-03-28
"Puebla","Actividades ilícitas","Impacto Mínimo",7,2020-03-28,2020-03-29
"Puebla","Actividades agrícolas","Impacto Mínimo",2,2020-03-28,2020-03-28
"Puebla","Actividades pecuarias","Impacto Mínimo",31,2020-03-28,2020-03-29
"Puebla","Desconocidas","Impacto Mínimo",13,2020-03-28,2020-03-29
"Puebla","Actividades pecuarias","Impacto Mínimo",29,2020-03-29,2020-03-29
"Puebla","Desconocidas","Impacto Mínimo",60,2020-03-26,2020-03-28
"Puebla","Actividades pecuarias","Impacto Mínimo",1528,2020-03-24,2020-03-29
"Puebla","Cazadores","Impacto Mínimo",50,2020-03-27,2020-03-29
"Puebla","Cazadores","Impacto Mínimo",30,2020-03-29,2020-03-29
"Puebla","Actividades agrícolas","Impacto Mínimo",60,2020-03-27,2020-03-30
"Puebla","Actividades agrícolas","Impacto Mínimo",80,2020-03-29,2020-03-30
"Puebla","Actividades ilícitas","Impacto Mínimo",1753,2020-03-23,2020-03-31
"Puebla","Actividades ilícitas","Impacto Mínimo",20,2020-03-31,2020-03-31
"Puebla","Otras actividades productivas","Impacto Mínimo",21,2020-03-29,2020-03-31
"Puebla","Actividades agrícolas","Impacto Mínimo",6,2020-03-31,2020-03-31
"Puebla","Actividades agrícolas","Impacto Mínimo",2,2020-03-31,2020-03-31
"Puebla","Actividades pecuarias","Impacto Mínimo",25,2020-03-31,2020-03-31
"Puebla","Otras actividades productivas","Impacto Mínimo",2,2020-04-01,2020-04-01
"Puebla","Actividades ilícitas","Impacto Mínimo",94,2020-03-31,2020-04-01
"Puebla","Actividades pecuarias","Impacto Mínimo",55,2020-03-31,2020-04-01
"Puebla","Desconocidas","Impacto Mínimo",2.5,2020-04-01,2020-04-01
"Puebla","Actividades agrícolas","Impacto Mínimo",10,2020-03-31,2020-04-02
"Puebla","Actividades ilícitas","Impacto Mínimo",116,2020-04-01,2020-04-02
"Puebla","Fogatas","Impacto Mínimo",2,2020-04-02,2020-04-02
"Puebla","Actividades agrícolas","Impacto Mínimo",20,2020-04-01,2020-04-02
"Puebla","Fogatas","Impacto Mínimo",5,2020-04-01,2020-04-02
"Puebla","Fumadores","Impacto Mínimo",12,2020-04-01,2020-04-02
"Puebla","Actividades agrícolas","Impacto Mínimo",0.5,2020-04-03,2020-04-03
"Puebla","Actividades agrícolas","Impacto Mínimo",5,2020-04-03,2020-04-03
"Puebla","Actividades ilícitas","Impacto Mínimo",1,2020-04-03,2020-04-03
"Puebla","Actividades ilícitas","Impacto Mínimo",205,2020-04-01,2020-04-03
"Puebla","Actividades agrícolas","Impacto Mínimo",1.5,2020-04-04,2020-04-04
"Puebla","Actividades ilícitas","Impacto Mínimo",166,2020-03-27,2020-04-04
"Puebla","Actividades ilícitas","Impacto Mínimo",356,2020-03-24,2020-03-25
"Puebla","Actividades ilícitas","Impacto Mínimo",277,2020-03-25,2020-03-26
"Puebla","Actividades ilícitas","Impacto Mínimo",753,2020-04-05,2020-04-08
"Puebla","Fumadores","Impacto Mínimo",2,2020-04-08,2020-04-08
"Puebla","Actividades ilícitas","Impacto Mínimo",16,2020-04-08,2020-04-08
"Puebla","Actividades ilícitas","Impacto Mínimo",112,2020-04-09,2020-04-09
"Puebla","Actividades ilícitas","Impacto Mínimo",5.5,2020-04-09,2020-04-09
"Puebla","Actividades ilícitas","Impacto Mínimo",11,2020-04-09,2020-04-09
"Puebla","Actividades agrícolas","Impacto Mínimo",0.5,2020-04-10,2020-04-10
"Puebla","Desconocidas","Impacto Mínimo",5,2020-04-11,2020-04-11
"Puebla","Fogatas","Impacto Mínimo",5,2020-04-11,2020-04-12
"Puebla","Otras actividades productivas","Impacto Mínimo",5,2020-04-12,2020-04-12
"Puebla","Actividades ilícitas","Impacto Mínimo",232,2020-04-09,2020-04-12
"Puebla","Fogatas","Impacto Mínimo",14,2020-04-12,2020-04-12
"Puebla","Actividades ilícitas","Impacto Mínimo",9,2020-04-12,2020-04-12
"Puebla","Otras actividades productivas","Impacto Mínimo",2,2020-04-13,2020-04-13
"Puebla","Desconocidas","Impacto Mínimo",3,2020-04-13,2020-04-13
"Puebla","Actividades agrícolas","Impacto Mínimo",2,2020-04-12,2020-04-12
"Puebla","Actividades ilícitas","Impacto Mínimo",220,2020-04-11,2020-04-14
"Puebla","Actividades ilícitas","Impacto Mínimo",5,2020-04-14,2020-04-14
"Puebla","Fogatas","Impacto Mínimo",11,2020-04-12,2020-04-14
"Puebla","Desconocidas","Impacto Mínimo",3,2020-04-14,2020-04-14
"Puebla","Actividades pecuarias","Impacto Mínimo",24,2020-04-13,2020-04-15
"Puebla","Actividades agrícolas","Impacto Mínimo",11,2020-04-13,2020-04-13
"Puebla","Actividades ilícitas","Impacto Mínimo",340,2020-04-11,2020-04-14
"Puebla","Fogatas","Impacto Mínimo",5,2020-04-14,2020-04-14
"Puebla","Desconocidas","Impacto Mínimo",115.5,2020-04-11,2020-04-14
"Puebla","Residuos de aprovechamiento forestal","Impacto Mínimo",15,2020-04-14,2020-04-14
"Puebla","Actividades agrícolas","Impacto Mínimo",44,2020-04-14,2020-04-14
"Puebla","Actividades agrícolas","Impacto Mínimo",10,2020-04-14,2020-04-15
"Puebla","Actividades ilícitas","Impacto Mínimo",5,2020-04-15,2020-04-15
"Puebla","Actividades ilícitas","Impacto Mínimo",3,2020-04-16,2020-04-16
"Puebla","Actividades ilícitas","Impacto Mínimo",17,2020-04-16,2020-04-16
"Puebla","Actividades ilícitas","Impacto Mínimo",272,2020-04-13,2020-04-17
"Puebla","Actividades agrícolas","Impacto Mínimo",3,2020-04-18,2020-04-18
"Puebla","Fumadores","Impacto Mínimo",30,2020-04-17,2020-04-18
"Puebla","Desconocidas","Impacto Mínimo",49,2020-04-15,2020-04-18
